40.7558762816,-73.9823949337,2010-10-17T22:43:09+01
40.7480295838,-74.0071158496,2010-10-14T01:55:35+01
40.7258684255,-73.983424902,2010-10-13T05:49:27+01
40.7277736384,-73.985715066,2010-10-13T00:58:08+01
40.76773025,-73.8994259833,2010-10-12T05:23:15+01
40.6438845363,-73.7828063965,2010-10-12T03:45:56+01
40.6438845363,-73.7828063965,2010-10-06T12:31:31+01
40.6882631667,-73.9788436833,2010-09-22T00:22:06+01
40.7259011857,-73.9847670972,2010-09-21T15:01:10+01
40.7235104693,-73.9884352684,2010-09-21T13:47:57+01
40.6438845363,-73.7828063965,2010-09-18T00:57:55+01
40.7480295838,-74.0071158496,2010-09-17T01:43:04+01
40.7633263858,-73.9777377088,2010-09-14T19:21:52+01
40.7331512078,-74.0058752721,2010-09-14T02:57:33+01
40.7334206534,-74.0044514831,2010-09-14T02:21:50+01
40.7304645196,-74.0021956229,2010-09-12T01:33:22+01
40.7600881033,-73.973275284,2010-09-10T22:32:23+01
40.7657052487,-73.9472579956,2010-09-06T16:01:04+01
40.7657052487,-73.9472579956,2010-09-02T22:33:57+01
40.7589340167,-73.9684581667,2010-09-02T03:54:09+01
40.7667465495,-73.9537504797,2010-09-01T22:03:08+01
40.7667465495,-73.9537504797,2010-09-01T22:02:31+01
40.7657052487,-73.9472579956,2010-08-31T00:54:57+01
40.7302167089,-74.0008718677,2010-08-28T16:56:59+01
40.7657052487,-73.9472579956,2010-08-23T02:59:57+01
40.7233783184,-73.9896653435,2010-08-22T18:15:44+01
40.748165393,-74.007330699,2010-08-20T00:24:19+01
40.7480295838,-74.0071158496,2010-08-20T00:20:42+01
40.7657052487,-73.9472579956,2010-08-17T19:06:29+01
40.6654865824,-73.9716982841,2010-08-14T16:27:37+01
40.7657052487,-73.9472579956,2010-08-04T19:15:39+01
40.8785994085,-73.9206182957,2010-07-31T22:39:18+01
40.750613794,-73.993434906,2010-07-31T21:47:35+01
40.7515322195,-73.9939820766,2010-07-31T21:47:16+01
40.735844095,-73.9903879166,2010-07-26T23:40:46+01
40.75994089,-73.99269268,2010-07-20T23:56:07+01
40.6438845363,-73.7828063965,2010-07-13T15:14:09+01
40.7745781069,-73.8720059395,2010-07-09T19:33:06+01
40.76211023,-73.96595001,2010-07-08T21:56:37+01
40.7700679846,-73.9655471674,2010-07-08T21:34:14+01
40.76978445,-73.9648129333,2010-07-08T21:33:50+01
40.7235104693,-73.9884352684,2010-07-06T21:02:09+01
40.7613333866,-73.9504659176,2010-07-02T04:06:25+01
40.7589340167,-73.9684581667,2010-06-29T05:16:39+01
40.7332810262,-73.9997256792,2010-06-27T05:18:13+01
40.7657052487,-73.9472579956,2010-06-26T23:03:31+01
40.7657052487,-73.9472579956,2010-06-25T18:41:25+01
40.7220387371,-74.0042281151,2010-06-24T23:25:14+01
40.7657052487,-73.9472579956,2010-06-22T14:19:47+01
40.7653314576,-73.9518284798,2010-06-20T22:43:39+01
40.7431114894,-74.0057301521,2010-06-18T03:39:09+01
40.7589340167,-73.9684581667,2010-06-17T05:04:14+01
40.7603606667,-73.9869341333,2010-06-17T02:31:20+01
40.7657052487,-73.9472579956,2010-06-16T23:47:45+01
40.7215941717,-73.9887228773,2010-06-15T23:18:40+01
40.7588992833,-73.9536705167,2010-06-15T20:21:17+01
40.7754566167,-73.9800858333,2010-06-15T05:34:20+01
40.7717831219,-73.9836609364,2010-06-15T02:59:40+01
40.7657052487,-73.9472579956,2010-06-13T15:58:27+01
40.72532659,-74.0017755,2010-06-11T22:28:45+01
40.7657052487,-73.9472579956,2010-06-11T16:55:32+01
40.7589340167,-73.9684581667,2010-06-11T07:41:05+01
40.7657052487,-73.9472579956,2010-06-06T18:40:49+01
40.6438845363,-73.7828063965,2010-06-06T05:44:58+01
40.6438845363,-73.7828063965,2010-06-03T14:17:58+01
40.7180062822,-73.9897007162,2010-05-29T05:18:23+01
40.7211888643,-73.994469807,2010-05-29T01:43:56+01
40.7597686,-73.94139925,2010-05-24T02:19:55+01
40.7464809327,-73.9825093343,2010-05-23T20:14:16+01
40.74737828,-73.98871755,2010-05-23T18:20:53+01
40.7458101407,-73.9882206917,2010-05-23T18:14:09+01
40.74752151,-73.98821431,2010-05-22T23:01:33+01
40.7657052487,-73.9472579956,2010-05-22T16:27:59+01
40.7327569615,-73.9858830793,2010-05-22T06:07:02+01
40.7809180092,-73.9810265391,2010-05-22T04:20:33+01
40.7504689667,-73.9987564,2010-05-18T05:05:04+01
40.7458426539,-73.9882743359,2010-05-17T23:41:30+01
40.7657052487,-73.9472579956,2010-05-17T02:44:00+01
40.7230030099,-73.9890840986,2010-05-15T23:08:19+01
40.7657052487,-73.9472579956,2010-05-15T04:50:55+01
40.75732825,-73.9822051333,2010-05-15T03:44:18+01
40.75862665,-73.9869783333,2010-05-15T02:06:43+01
40.7423961659,-74.0075433254,2010-05-13T22:13:39+01
40.7409248514,-74.0080475807,2010-05-13T22:00:53+01
40.7405398781,-74.0057506218,2010-05-13T20:46:34+01
40.7258684255,-73.983424902,2010-05-13T04:34:36+01
40.76313769,-73.98286521,2010-05-13T03:21:44+01
40.7585703514,-73.9858174324,2010-05-13T01:02:02+01
40.72343965,-73.9886553,2010-05-11T20:42:15+01
40.7657052487,-73.9472579956,2010-05-11T05:01:21+01
40.7593251569,-73.9924048223,2010-05-10T23:37:26+01
40.7657052487,-73.9472579956,2010-05-10T05:24:34+01
40.72657495,-73.98924124,2010-05-10T01:32:24+01
40.7657052487,-73.9472579956,2010-05-09T18:06:50+01
40.7597686,-73.94139925,2010-05-08T05:37:05+01
