40.7693780407,-73.9630830288
40.7808054632,-73.9764726162
40.7667465495,-73.9537504797
40.7667465495,-73.9537504797
40.7700679846,-73.9655471674
40.76978445,-73.9648129333
40.7653314576,-73.9518284798
40.7754566167,-73.9800858333
40.7809180092,-73.9810265391
40.7651127,-73.9704382333
40.7780635485,-73.9806461334
40.76959609,-73.95653182
40.76947426,-73.95661622
40.7666388384,-73.9597391833
40.7692333887,-73.9558441523
40.76915854,-73.95522469
40.7686061212,-73.9516997337
40.7659811117,-73.953672812
40.7750005944,-73.9826095104
40.7720431255,-73.9750671387
40.7714923493,-73.9805154967
40.77198135,-73.9792067167
40.7723112531,-73.9789938927
40.7725306294,-73.9819121361
40.7729993291,-73.981853118
40.7737656234,-73.9829421043
40.7656199341,-73.9578120401
40.7657119,-73.9577067333
40.7651855469,-73.9579279491
40.7658636936,-73.9572622759
40.7650112506,-73.9551908438
40.78010189,-73.97780692
40.7813497136,-73.9757949016
40.7807359198,-73.9766040504
40.77973985,-73.9772346167
40.7808710542,-73.9759447444
40.7810613694,-73.9737582207
40.7809899,-73.9762216333
40.7799727455,-73.9771029353
40.7808054632,-73.9764726162
40.7803502833,-73.9767949667
40.7804418897,-73.9769716093
40.7692236575,-73.9494359493
40.7679789507,-73.9525633435
40.7653314576,-73.9518284798
40.77071273,-73.95372629
40.77020087,-73.9514000318
40.7696535144,-73.9484246375
40.7709309776,-73.9537027761
40.79508864,-73.97246247
40.7930164533,-73.9713597412
40.7949565833,-73.9722285167
40.793697,-73.9711687
40.7907224574,-73.9725889141
40.7920847126,-73.978972435
40.7940405838,-73.9704120184
40.7894950957,-73.9757771059
40.7892691324,-73.9738525542
40.7947398753,-73.9699104008
40.7959224107,-73.9705415522
40.7957285922,-73.9750368975
40.7944045,-73.97202277
40.7943763963,-73.9721383298
40.79199665,-73.9730758167
40.7925578549,-73.9730206132
40.79313755,-73.9729428167
40.7918410328,-73.9740264416
40.7927855667,-73.9731594839
40.7710077555,-73.9478411929
40.7658457269,-73.9572415912
40.7779457452,-73.9562863111
40.7708617478,-73.9511030586
40.7699720667,-73.9541111667
40.7697337758,-73.9543916458
40.7688701546,-73.955240263
40.7689187132,-73.9551531902
40.76823395,-73.95315415
40.7685069706,-73.9522745051
40.7667465495,-73.9537504797
40.7943589351,-73.9747254434
40.7677699,-73.96587545
40.7667839736,-73.9673427058
40.7667465495,-73.9537504797
40.7667465495,-73.9537504797
40.7715527886,-73.9526579113
40.76823395,-73.95315415
40.7685069706,-73.9522745051
40.7697337758,-73.9543916458
40.7699720667,-73.9541111667
40.7658457269,-73.9572415912
40.7711412337,-73.9533519745
40.7715527886,-73.9526579113
40.7718122235,-73.9536104216
40.771454246,-73.9560980547
40.7718536667,-73.9558429167
40.7714174389,-73.956334599
40.7719511185,-73.9559763897
40.7712371326,-73.9565014583
40.7723356283,-73.9530086517
40.7694684627,-73.957554964
40.7705688685,-73.95693206
40.7708188667,-73.9545877333
40.7779457452,-73.9562863111
40.7688701546,-73.955240263
40.7689187132,-73.9551531902
40.76823395,-73.95315415
40.7685069706,-73.9522745051
40.7667465495,-73.9537504797
40.7699720667,-73.9541111667
40.7688701546,-73.955240263
40.7689187132,-73.9551531902
40.76823395,-73.95315415
40.7685069706,-73.9522745051
40.7667465495,-73.9537504797
40.7718122235,-73.9536104216
40.7708188667,-73.9545877333
40.7814289791,-73.979742229
40.7808826413,-73.9815795422
40.780961622,-73.9813511527
40.7808196802,-73.9811262488
40.7793166446,-73.9812720604
40.7718724982,-73.98178339
40.7715474928,-73.9825183153
40.7712397541,-73.9822901884
40.7711938183,-73.9816916167
40.7692627333,-73.9821125
40.7686955018,-73.9832639694
40.7684436106,-73.9828455448
40.7683217275,-73.9826416969
40.769205002,-73.9821738063
40.7689564716,-73.982402989
40.7681673419,-73.9816653728
40.7673913454,-73.9814347029
40.76801699,-73.98173063
40.7658160333,-73.97660085
40.7647458664,-73.9764726283
40.7653480462,-73.977144614
40.765061064,-73.9764933145
40.7653717,-73.9762802333
40.7677672167,-73.9589056833
40.7779457452,-73.9562863111
40.7699720667,-73.9541111667
40.7658457269,-73.9572415912
40.7711412337,-73.9533519745
40.7739118712,-73.9513242245
40.77282455,-73.9522620333
40.7715527886,-73.9526579113
40.7688701546,-73.955240263
40.7689187132,-73.9551531902
40.76823395,-73.95315415
40.7685069706,-73.9522745051
40.7667465495,-73.9537504797
40.77833479,-73.98200482
40.7677699,-73.96587545
40.7707886167,-73.96734525
40.7689762,-73.9743161167
40.7691371333,-73.9737582167
40.7665584596,-73.973865509
40.7685248659,-73.9706146717
40.7697916,-73.9700245833
40.7796084833,-73.9653468
40.7759392167,-73.96573305
40.777348601,-73.9658617973
40.7818722667,-73.9697027167
40.7814188241,-73.9663338661
40.7810613694,-73.9737582207
40.7750049167,-73.96909365
40.77952265,-73.9668703
40.7799088833,-73.9696383333
40.7794582833,-73.9690804333
40.7777523833,-73.9727497
40.7728393801,-73.9829742908
40.7844579167,-73.9592742833
40.7829298615,-73.9589846134
40.787239043,-73.9541927563
40.7842326,-73.9590811667
40.7863144898,-73.9505733057
40.7842865162,-73.9578688145
40.7842865162,-73.9578688145
40.7840073,-73.9583086833
40.78226387,-73.94855344
40.7787453662,-73.9540679241
40.7787453662,-73.9540679241
40.7803272625,-73.9499900467
40.7850828862,-73.9558019885
40.7847675602,-73.9560747787
40.7732892,-73.96420955
40.7741475,-73.9638233167
40.7674644764,-73.9819335938
40.7935448146,-73.9663882862
40.7650087487,-73.9783051672
40.76585425,-73.969367883
40.7683217275,-73.9826416969
40.7682242208,-73.9816761017
40.7685979956,-73.9829850197
40.793790446,-73.9671278
40.7716262248,-73.9825449216
40.7691478667,-73.9810967333
40.7679723279,-73.9818692207
40.7681673419,-73.9816653728
40.7805414319,-73.9668273926
40.7829298615,-73.9589846134
